Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
2.34,0.8159347602299282,18.32304082598005,0.012823288595037785,26.034412384033203,0.6381815075874329,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6924710273742676,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,8886811.0,1191930456.044643,1.0706462860107422,1151.0,451.0,12219.0,6.0,23.04339408874512,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.44,0.8159347602299282,18.32304082598005,0.012823288595037785,25.640161514282227,0.6341977715492249,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6881330013275146,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,8668788.0,1191930456.044643,1.0706462860107422,1151.0,451.0,12219.0,6.0,23.04339408874512,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.54,0.8159347602299282,18.32304082598005,0.012823288595037785,25.96636199951172,0.6155151724815369,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6705957055091858,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,8734379.0,1191930456.044643,1.0706462860107422,1151.0,451.0,12219.0,6.0,23.04339408874512,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.56,0.8159347602299282,18.32304082598005,0.012823288595037785,25.96636199951172,0.6155151724815369,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6705957055091858,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,8734379.0,1191930456.044643,0.4808558225631714,119.0,2.0,6330.0,1.0,23.04339408874512,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.57,0.8159347602299282,18.32304082598005,0.012823288595037785,25.96636199951172,0.6155151724815369,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6705957055091858,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,8734379.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.64,0.8159347602299282,18.32304082598005,0.012823288595037785,25.62978744506836,0.5972639322280884,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.7022001147270203,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9883726.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.74,0.8159347602299282,18.32304082598005,0.012823288595037785,25.56256675720215,0.5953139066696167,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.633681058883667,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9585890.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.84,0.8159347602299282,18.32304082598005,0.012823288595037785,25.968019485473636,0.6359713077545166,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6161507368087769,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9534057.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,55.0,54.0,62.0,66.0,37.0,32.0,90.0,545.0,2.0,35.38517951965332,1.0811686515808103,3196.0,0.5,2.5098061561584477
2.9,0.8159347602299282,18.32304082598005,0.012823288595037785,25.968019485473636,0.6359713077545166,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6161507368087769,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9534057.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
2.94,0.8159347602299282,18.32304082598005,0.012823288595037785,25.5831356048584,0.6726195216178894,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6179984211921692,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9527261.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.04,0.8159347602299282,18.32304082598005,0.012823288595037785,26.093299865722656,0.6270959377288818,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6391927003860474,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9526780.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.14,0.8159347602299282,18.32304082598005,0.012823288595037785,25.693553924560547,0.641715943813324,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6109901070594788,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9737322.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.24,0.8159347602299282,18.32304082598005,0.012823288595037785,25.751956939697266,0.9375625252723694,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6085537672042847,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9544423.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.34,0.8159347602299282,18.32304082598005,0.012823288595037785,26.300600051879883,0.6723871827125549,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5977255702018738,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9506014.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.44,0.8159347602299282,18.32304082598005,0.012823288595037785,25.70577812194824,0.6947523355484009,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6526497602462769,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9511666.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.54,0.8159347602299282,18.32304082598005,0.012823288595037785,26.1575984954834,0.7204205393791199,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5809637308120728,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9616599.0,1191930456.044643,0.6812413334846497,1151.0,451.0,12219.0,6.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.56,0.8159347602299282,18.32304082598005,0.012823288595037785,26.1575984954834,0.7204205393791199,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5809637308120728,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9616599.0,1191930456.044643,1.0856354236602783,119.0,2.0,6330.0,1.0,22.64196014404297,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.57,0.8159347602299282,18.32304082598005,0.012823288595037785,26.1575984954834,0.7204205393791199,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5809637308120728,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9616599.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.64,0.8159347602299282,18.32304082598005,0.012823288595037785,25.743013381958008,0.8450256586074829,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.608879804611206,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9519053.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.74,0.8159347602299282,18.32304082598005,0.012823288595037785,25.664426803588867,0.9325438737869264,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5874064564704895,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9524027.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.84,0.8159347602299282,18.32304082598005,0.012823288595037785,26.1146240234375,0.9154068231582642,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5749699473381042,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9527953.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,60.0,56.0,57.0,61.0,60.0,47.0,90.0,545.0,2.0,33.44460427761078,1.0811686515808103,3196.0,0.5,2.517586231231689
3.9,0.8159347602299282,18.32304082598005,0.012823288595037785,26.1146240234375,0.9154068231582642,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5749699473381042,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9527953.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
3.94,0.8159347602299282,18.32304082598005,0.012823288595037785,25.684545516967773,0.9506293535232544,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.5976008176803589,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9528095.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.05,0.8159347602299282,18.32304082598005,0.012823288595037785,26.034765243530277,0.7927528023719788,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6141166687011719,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9525164.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.15,0.8159347602299282,18.32304082598005,0.012823288595037785,25.630735397338867,0.506330132484436,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6455137729644775,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9525929.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.25,0.8159347602299282,18.32304082598005,0.012823288595037785,25.640779495239254,0.5506765246391296,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.599633514881134,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9524684.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.35,0.8159347602299282,18.32304082598005,0.012823288595037785,25.99610137939453,0.5419778823852539,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.6163657307624817,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,9532915.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.45,0.8159347602299282,18.32304082598005,0.012823288595037785,24.59373664855957,0.6681091785430908,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,0.617177426815033,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,10745822.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.55,0.8159347602299282,18.32304082598005,0.012823288595037785,21.690736770629883,0.767993688583374,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,19.42986869812012,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,12849320.0,1191930456.044643,1.0576705932617188,1151.0,451.0,12219.0,6.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.56,0.8159347602299282,18.32304082598005,0.012823288595037785,21.690736770629883,0.767993688583374,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,19.42986869812012,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,12849320.0,1191930456.044643,1.05485737323761,119.0,2.0,6330.0,1.0,21.13871383666992,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.57,0.8159347602299282,18.32304082598005,0.012823288595037785,21.690736770629883,0.767993688583374,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,19.42986869812012,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,12849320.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.65,0.8159347602299282,18.32304082598005,0.012823288595037785,21.171785354614254,0.8926215171813965,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,20.9410400390625,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,11614181.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.75,0.8159347602299282,18.32304082598005,0.012823288595037785,23.54340362548828,0.928921639919281,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,13.838833808898926,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,11250071.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.85,0.8159347602299282,18.32304082598005,0.012823288595037785,22.749305725097656,0.8495732545852661,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,20.402252197265625,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,11604727.0,1191930456.044643,0.6480584144592285,408.0,62.0,7858.0,1.0,32.87753677368164,2621.0,4754803452.0,1920.0,3.0,56.0,50.0,53.0,34.0,54.0,38.0,90.0,545.0,2.0,31.17026090621948,1.0811686515808103,3196.0,0.5,2.505843162536621
4.9,0.8159347602299282,18.32304082598005,0.012823288595037785,22.749305725097656,0.8495732545852661,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,20.402252197265625,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,11604727.0,1191930456.044643,1.095748782157898,1151.0,451.0,12219.0,6.0,20.70238494873047,2621.0,4754803452.0,1920.0,3.0,50.0,53.0,47.0,25.0,76.0,28.0,90.0,545.0,2.0,32.892417907714844,1.0811686515808103,3196.0,0.5,2.50062108039856
4.95,0.8159347602299282,18.32304082598005,0.012823288595037785,22.38508033752441,1.0254632234573364,-1.0,-1.0,-1.0,0.4039523686681475,-1.0,2.953894172395979,13.678329467773438,544939382.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.40827669416156,545000000.0,-1.0,10176060.42857143,179.58442034040178,880809768.6897322,18755186.57142857,2437447.5714285714,698504009.1428572,-1.0,-1.0,-1.0,63776253.14285714,11716802.0,1191930456.044643,1.095748782157898,1151.0,451.0,12219.0,6.0,20.70238494873047,2621.0,4754803452.0,1920.0,3.0,50.0,53.0,47.0,25.0,76.0,28.0,90.0,545.0,2.0,32.892417907714844,1.0811686515808103,3196.0,0.5,2.50062108039856
